Reg. Nr;Nosaukums;ATVK;Adrese;Kategorija;X koordināta;Y koordināta;Tips;Tipa nosaukums
70175/4693;Katlu māja Varakļānos, Kosmonautu 15;Varakļānu novads, Varakļānu pilsēta;Latvijas Republika, Varakļānu nov., Varakļāni;Potenciāli piesārņota vieta;26.764167;56.609167;19;Katlu mājas, koģenerācijas stacijas
70175/4699;Katlu māja Rīgas ielā 21;Varakļānu novads, Varakļānu pilsēta;Latvijas Republika, Varakļānu nov., Varakļāni;Potenciāli piesārņota vieta;26.758889;56.608889;19;Katlu mājas, koģenerācijas stacijas
70277/3018;"Bijušais p/s ""Cesvaine"" liellopu komplekss ""Dzeņi""";Cesvaines novads, Cesvaines pagasts;Latvijas Republika, Cesvaines nov., Cesvaines pag.;Potenciāli piesārņota vieta;26.290556;56.9575;41;Fermas
70277/3019;"Bijusī p/s ""Cesvaine"" naftas bāze";Cesvaines novads, Cesvaines pagasts;Latvijas Republika, Cesvaines nov., Cesvaines pag.;Potenciāli piesārņota vieta;26.336667;56.952222;22;Naftas bāzes
70277/3020;"bijusī lopu kapsēta ""Antragi""";Cesvaines novads, Cesvaines pagasts;Latvijas Republika, Cesvaines nov., Cesvaines pag.;Potenciāli piesārņota vieta;26.313889;56.947778;45;Lopu kapsētas
70277/4462;SIA “Madonas mežs”, kokzāģētava;Cesvaines novads, Cesvaines pagasts;Latvijas Republika, Cesvaines nov., Cesvaines pag.;Potenciāli piesārņota vieta;26.317917;56.959028;18;Kokapstrādes rūpn.
70428/3006;"Atkritumu izgāztuve ""Lindes""";Madonas novads, Aronas pagasts;Latvijas Republika, Madonas nov., Aronas pag.;Potenciāli piesārņota vieta;26.176389;56.876389;31;Vecas atkritumu izgāztuves
70428/3007;Bijusī naftas bāze Lauterē;Madonas novads, Aronas pagasts;Latvijas Republika, Madonas nov., Aronas pag.;Potenciāli piesārņota vieta;26.061667;56.922778;22;Naftas bāzes
70428/3008;"Bijusī liellopu ferma ""Bērziņi""";Madonas novads, Aronas pagasts;Latvijas Republika, Madonas nov., Aronas pag.;Potenciāli piesārņota vieta;26.129167;56.890278;41;Fermas
70428/5287;Izgāztuve Cīruļu karjers;Madonas novads, Aronas pagasts;Latvijas Republika, Madonas nov., Aronas pag.;Potenciāli piesārņota vieta;26.092983;56.918629;31;Vecas atkritumu izgāztuves
70448/3009;Bijusī degvielas uzpildes stacija;Madonas novads, Barkavas pagasts;Latvijas Republika, Madonas nov., Barkavas pag.;Potenciāli piesārņota vieta;26.647222;56.744444;21;DUS (GUS)
70448/3010;Bijusī degvielas uzpildes stacija, tehniskās apkopes punkts;Madonas novads, Barkavas pagasts;Latvijas Republika, Madonas nov., Barkavas pag.;Potenciāli piesārņota vieta;26.622222;56.727778;21;DUS (GUS)
70448/3012;Minerālmēslu un pesticīdu noliktava Zaļmežniekos;Madonas novads, Barkavas pagasts;Latvijas Republika, Madonas nov., Barkavas pag.;Potenciāli piesārņota vieta;26.586111;56.758333;43;Minerālmēslu un pesticīdu glabātavas
70448/3013;"Bijusī sadzīves atkritumu izgāztuve ""Dubītēs""";Madonas novads, Barkavas pagasts;Latvijas Republika, Madonas nov., Barkavas pag.;Potenciāli piesārņota vieta;26.566667;56.777778;31;Vecas atkritumu izgāztuves
70448/3014;Amonjaka tvertnes Vagaros;Madonas novads, Barkavas pagasts;Latvijas Republika, Madonas nov., Barkavas pag.;Potenciāli piesārņota vieta;26.488889;56.759167;43;Minerālmēslu un pesticīdu glabātavas
70448/4401;Sadzīves atkritumu izgāztuve „Mālsalas”;Madonas novads, Barkavas pagasts;Latvijas Republika, Madonas nov., Barkavas pag.;Potenciāli piesārņota vieta;26.5675461;56.7254098;31;Vecas atkritumu izgāztuves
70468/4477;KS “Gaiziņš” kokzāģētava;Madonas novads, Bērzaunes pagasts;Latvijas Republika, Madonas nov., Bērzaunes pag.;Potenciāli piesārņota vieta;26.026861;56.810722;18;Kokapstrādes rūpn.
70508/3021;Bijušās mehāniskās darbnīcas, naftas bāze;Madonas novads, Dzelzavas pagasts;Latvijas Republika, Madonas nov., Dzelzavas pag.;Potenciāli piesārņota vieta;26.425;56.973333;22;Naftas bāzes
70508/3022;Bijusās mehāniskās darbnīcas Dzelzavā;Madonas novads, Dzelzavas pagasts;Latvijas Republika, Madonas nov., Dzelzavas pag.;Potenciāli piesārņota vieta;26.431389;57.003333;92;Tirdzniecības objekti
70508/4400;Atkritumu izgāztuve „Skuķupurvs”;Madonas novads, Dzelzavas pagasts;Latvijas Republika, Madonas nov., Dzelzavas pag.;Potenciāli piesārņota vieta;;;31;Vecas atkritumu izgāztuves
70548/3023;"Atkritumu izgāztuve ""Lempēni""";Ērgļu novads, Ērgļu pagasts;Latvijas Republika, Ērgļu nov., Ērgļu pag.;Potenciāli piesārņota vieta;25.655556;56.918056;31;Vecas atkritumu izgāztuves
70548/3024;"Bijusī skaidu atkritumu izgāztuve ""Aizpurvi""";Ērgļu novads, Ērgļu pagasts;Latvijas Republika, Ērgļu nov., Ērgļu pag.;Potenciāli piesārņota vieta;25.594444;56.9;18;Kokapstrādes rūpn.
70548/3025;Bijusī naftas bāze un pesticīdu noliktava Ērgļos;Ērgļu novads, Ērgļu pagasts;Latvijas Republika, Ērgļu nov., Ērgļu pag.;Potenciāli piesārņota vieta;25.622778;56.908056;22;Naftas bāzes
70548/4495;SIA “TIMBERS” Ērgļu kokzāģētava;Ērgļu novads, Ērgļu pagasts;Latvijas Republika, Ērgļu nov., Ērgļu pag.;Potenciāli piesārņota vieta;25.641389;56.900278;18;Kokapstrādes rūpn.
70548/4520;SIA “MG KOKS”;Ērgļu novads, Ērgļu pagasts;Latvijas Republika, Ērgļu nov., Ērgļu pag.;Potenciāli piesārņota vieta;25.623889;56.910833;18;Kokapstrādes rūpn.
70548/4629;SIA “ŪDAS”, Katlu māja Oškalna 10;Ērgļu novads, Ērgļu pagasts;Latvijas Republika, Ērgļu nov., Ērgļu pag.;Potenciāli piesārņota vieta;25.645278;56.906111;19;Katlu mājas, koģenerācijas stacijas
70548/4632;SIA “ŪDAS”, Katlu māja Grota 2;Ērgļu novads, Ērgļu pagasts;Latvijas Republika, Ērgļu nov., Ērgļu pag.;Potenciāli piesārņota vieta;25.625833;56.899444;19;Katlu mājas, koģenerācijas stacijas
70548/4633;SIA “ŪDAS”, Katlu māja Rīgas 5;Ērgļu novads, Ērgļu pagasts;Latvijas Republika, Ērgļu nov., Ērgļu pag.;Potenciāli piesārņota vieta;25.645278;56.898611;19;Katlu mājas, koģenerācijas stacijas
70548/4635;SIA “ŪDAS”, Katlu māja Blaumaņa 2;Ērgļu novads, Ērgļu pagasts;Latvijas Republika, Ērgļu nov., Ērgļu pag.;Potenciāli piesārņota vieta;25.636944;56.898056;19;Katlu mājas, koģenerācijas stacijas
70588/3028;"Bijusī zāģu skaidu izgāztuve ""Podiņu stādaudzētava""";Lubānas novads, Indrānu pagasts;Latvijas Republika, Lubānas nov., Indrānu pag.;Piesārņota vieta;26.786353;56.922673;18;Kokapstrādes rūpn.
70588/3029;"Zāģu skaidu izgāztuve ""Vilku bedres""";Lubānas novads, Indrānu pagasts;Latvijas Republika, Lubānas nov., Indrānu pag.;Piesārņota vieta;26.700012;56.963481;18;Kokapstrādes rūpn.
70608/3030;"Sadzīves atkritumu izgāztuve "" Andrupi""";Ērgļu novads, Jumurdas pagasts;Latvijas Republika, Ērgļu nov., Jumurdas pag.;Potenciāli piesārņota vieta;25.740278;56.933889;31;Vecas atkritumu izgāztuves
70608/3031;"Sadzīves atkritumu izgāztuve ""Indrāni""";Ērgļu novads, Jumurdas pagasts;Latvijas Republika, Ērgļu nov., Jumurdas pag.;Potenciāli piesārņota vieta;25.783333;56.941944;31;Vecas atkritumu izgāztuves
70628/3033;Bijusī degvielas uzpildes stacija;Madonas novads, Kalsnavas pagasts;Latvijas Republika, Madonas nov., Kalsnavas pag.;Potenciāli piesārņota vieta;25.986111;56.722222;21;DUS (GUS)
70628/3034;"Sadzīves atkritumu izgāztuve ""Siliņi""";Madonas novads, Kalsnavas pagasts;Latvijas Republika, Madonas nov., Kalsnavas pag.;Piesārņota vieta;25.944214;56.715003;31;Vecas atkritumu izgāztuves
70628/4691;VAS LATVENERGO Ziemeļaustrumu elektriskie tīkli, katlu māja un DUS;Madonas novads, Kalsnavas pagasts;Latvijas Republika, Madonas nov., Kalsnavas pag.;Potenciāli piesārņota vieta;25.945556;56.480833;19;Katlu mājas, koģenerācijas stacijas
70668/3039;"Putnu fabrika ""Ruļļi""";Madonas novads, Lazdonas pagasts;Latvijas Republika, Madonas nov., Lazdonas pag.;Potenciāli piesārņota vieta;26.185278;56.846111;41;Fermas
70688/3040;"Atkritumu izgāztuve ""Vālēni""";Madonas novads, Liezēres pagasts;Latvijas Republika, Madonas nov., Liezēres pag.;Potenciāli piesārņota vieta;25.994444;57.027222;31;Vecas atkritumu izgāztuves
70708/3035;"Atkritumu izgāztuve ""Kalnieši""";Madonas novads, Ļaudonas pagasts;Latvijas Republika, Madonas nov., Ļaudonas pag.;Potenciāli piesārņota vieta;26.17;56.705278;31;Vecas atkritumu izgāztuves
70708/3036;Katlu māja Ļaudonā;Madonas novads, Ļaudonas pagasts;Latvijas Republika, Madonas nov., Ļaudonas pag.;Potenciāli piesārņota vieta;26.196667;56.707222;19;Katlu mājas, koģenerācijas stacijas
70708/3037;Bijusī degvielas uzpildes stacija Ļaudonā;Madonas novads, Ļaudonas pagasts;Latvijas Republika, Madonas nov., Ļaudonas pag.;Potenciāli piesārņota vieta;26.202778;56.722778;21;DUS (GUS)
70748/3045;Bijusī PSRS armijas teritorija - kara bāze Mārcienas pag.;Madonas novads, Mārcienas pagasts;Latvijas Republika, Madonas nov., Mārcienas pag.;Potenciāli piesārņota vieta;26.072222;56.777778;50;Militārie objekti
70748/3046;"Bijušās a/s ""Aerosols-1"" ķimikāliju noliktava";Madonas novads, Mārcienas pagasts;Latvijas Republika, Madonas nov., Mārcienas pag.;Potenciāli piesārņota vieta;26.098889;56.774167;65;Noliktavas
70748/5284;Izgātuve Sūņi;Madonas novads, Mārcienas pagasts;Latvijas Republika, Madonas nov., Mārcienas pag.;Potenciāli piesārņota vieta;26.040462;56.780821;31;Vecas atkritumu izgāztuves
70768/3051;"Bijusī naftas bāze ""Bāzīte""";Madonas novads, Mētrienas pagasts;Latvijas Republika, Madonas nov., Mētrienas pag.;Potenciāli piesārņota vieta;26.3275;56.682778;22;Naftas bāzes
70788/3052;"Atkritumu izgāztuve ""Vorza""";Varakļānu novads, Murmastienes pagasts;Latvijas Republika, Varakļānu nov., Murmastienes pag.;Potenciāli piesārņota vieta;26.624167;56.681111;31;Vecas atkritumu izgāztuves
70788/3054;Bijusī naftas bāze Silagals;Varakļānu novads, Murmastienes pagasts;Latvijas Republika, Varakļānu nov., Murmastienes pag.;Potenciāli piesārņota vieta;26.486111;56.656944;22;Naftas bāzes
70788/3055;Bijusī naftas bāze Vecumniekos;Varakļānu novads, Murmastienes pagasts;Latvijas Republika, Varakļānu nov., Murmastienes pag.;Potenciāli piesārņota vieta;26.6525;56.665278;22;Naftas bāzes
70828/5289;Izgāztuve Grāvmalas;Madonas novads, Ošupes pagasts;Latvijas Republika, Madonas nov., Ošupes pag.;Potenciāli piesārņota vieta;26.757697;56.805581;31;Vecas atkritumu izgāztuves
70868/3056;"Atkritumu izgāztuve ""Ienaškalns""";Madonas novads, Praulienas pagasts;Latvijas Republika, Madonas nov., Praulienas pag.;Potenciāli piesārņota vieta;26.313889;56.827778;31;Vecas atkritumu izgāztuves
70868/3057;Skaidu atkritumu izgāztuve Silniekos;Madonas novads, Praulienas pagasts;Latvijas Republika, Madonas nov., Praulienas pag.;Potenciāli piesārņota vieta;26.3725;56.823056;31;Vecas atkritumu izgāztuves
70868/3058;"Atkritumu izgāztuve ""Jurupe""";Madonas novads, Praulienas pagasts;Latvijas Republika, Madonas nov., Praulienas pag.;Potenciāli piesārņota vieta;26.455556;56.783333;31;Vecas atkritumu izgāztuves
70908/3042;"Naftas bāze SIA ""Ziemeļu nafta""";Madonas novads, Sarkaņu pagasts;Latvijas Republika, Madonas nov., Sarkaņu pag.;Potenciāli piesārņota vieta;26.249167;56.871944;22;Naftas bāzes
70908/3060;Bijušas mehāniskās darbnīcas, DUS Bikserē;Madonas novads, Sarkaņu pagasts;Latvijas Republika, Madonas nov., Sarkaņu pag.;Potenciāli piesārņota vieta;26.310278;56.917222;92;Tirdzniecības objekti
70908/3061;"Atkritumu izgāztuve ""Torņkalns""";Madonas novads, Sarkaņu pagasts;Latvijas Republika, Madonas nov., Sarkaņu pag.;Potenciāli piesārņota vieta;26.314444;56.911944;31;Vecas atkritumu izgāztuves
70928/5279;Izgāztuve Sidrabiņi;Ērgļu novads, Sausnējas pagasts;Latvijas Republika, Ērgļu nov., Sausnējas pag.;Potenciāli piesārņota vieta;25.6495;56.810389;31;Vecas atkritumu izgāztuves
70948/3063;"Sadzīves atkritumu izgāztuve ""Varakļāni""";Varakļānu novads, Varakļānu pilsēta;Latvijas Republika, Varakļānu nov., Varakļāni;Potenciāli piesārņota vieta;26.772222;56.6125;31;Vecas atkritumu izgāztuves
70948/3064;Bijusī degvielas uzpildes stacija Kokaros;Varakļānu novads, Varakļānu pagasts;Latvijas Republika, Varakļānu nov., Varakļānu pag.;Potenciāli piesārņota vieta;26.738889;56.617222;21;DUS (GUS)
70948/3065;Bijusī degvielas uzpildes stacija Stirnienē;Varakļānu novads, Varakļānu pagasts;Latvijas Republika, Varakļānu nov., Varakļānu pag.;Potenciāli piesārņota vieta;26.648333;56.562222;21;DUS (GUS)
70948/3066;Bijusī sadzīves atkritumu izgāztuve Silakrogā;Varakļānu novads, Varakļānu pagasts;Latvijas Republika, Varakļānu nov., Varakļānu pag.;Potenciāli piesārņota vieta;26.648333;56.562222;31;Vecas atkritumu izgāztuves
70948/3067;Bijusī pesticīdu noliktava Kokaros;Varakļānu novads, Varakļānu pagasts;Latvijas Republika, Varakļānu nov., Varakļānu pag.;Potenciāli piesārņota vieta;26.738056;56.618333;43;Minerālmēslu un pesticīdu glabātavas
70968/3068;"Sadzīves atkritumu izgāztuve ""Lauski""";Madonas novads, Vestienas pagasts;Latvijas Republika, Madonas nov., Vestienas pag.;Potenciāli piesārņota vieta;25.864444;56.884444;31;Vecas atkritumu izgāztuves
70968/3069;"Bijusī sadzīves atkritumu izgāztuve ""Rūži""";Madonas novads, Vestienas pagasts;Latvijas Republika, Madonas nov., Vestienas pag.;Potenciāli piesārņota vieta;25.889444;56.881389;31;Vecas atkritumu izgāztuves
74015/1711;ZS 54.bataljons,Ogre, Aizsardzības ministrijas valdījuma objekts;Ogres novads, Ogres pilsēta;Latvijas Republika, Ogres nov., Ogre;Potenciāli piesārņota vieta;24.608361;56.823417;50;Militārie objekti
74015/3639;"SIA ""Seko""DUS, Ogre";Ogres novads, Ogres pilsēta;Latvijas Republika, Ogres nov., Ogre;Piesārņota vieta;24.620222;56.798472;21;DUS (GUS)
74015/3658;"SIA ""Elama B"" naftas bāze";Ogres novads, Ogres pilsēta;Latvijas Republika, Ogres nov., Ogre;Piesārņota vieta;24.562611;56.824361;21;DUS (GUS)
74015/3670;"A/S ""Ogre"" naftas produktu glabātuve";Ogres novads, Ogres pilsēta;Latvijas Republika, Ogres nov., Ogre;Piesārņota vieta;24.569917;56.823889;31;Vecas atkritumu izgāztuves
74015/3685;"SIA ""Žiguļi V"" DUS,Ogre";Ogres novads, Ogres pilsēta;Latvijas Republika, Ogres nov., Ogre;Potenciāli piesārņota vieta;24.601583;56.816417;21;DUS (GUS)
74015/3905;"SIA ""Ogres  Būvplastmasa""";Ogres novads, Ogres pilsēta;Latvijas Republika, Ogres nov., Ogre;Potenciāli piesārņota vieta;24.641111;56.8;19;Katlu mājas, koģenerācijas stacijas
74015/3906;"SIA ""Meristēmas"", Ogre";Ogres novads, Ogres pilsēta;Latvijas Republika, Ogres nov., Ogre;Potenciāli piesārņota vieta;24.617222;56.797778;41;Fermas
74015/3907;"SIA ""Ogres autobuss""";Ogres novads, Ogres pilsēta;Latvijas Republika, Ogres nov., Ogre;Potenciāli piesārņota vieta;24.619444;56.792222;92;Tirdzniecības objekti
74015/3908;Bijusī katlu  māja Pārogrē;Ogres novads, Ogres pilsēta;Latvijas Republika, Ogres nov., Ogre;Potenciāli piesārņota vieta;24.619167;56.793333;19;Katlu mājas, koģenerācijas stacijas
74015/3909;"SIA ""Adhēzija""";Ogres novads, Ogres pilsēta;Latvijas Republika, Ogres nov., Ogre;Potenciāli piesārņota vieta;24.646667;56.813611;18;Kokapstrādes rūpn.
74015/3910;"SIA ""Silva serviss"", bijušais DUS";Ogres novads, Ogres pilsēta;Latvijas Republika, Ogres nov., Ogre;Potenciāli piesārņota vieta;24.653889;56.819722;21;DUS (GUS)
74015/3911;Bijušais  Ogres PMK;Ogres novads, Ogres pilsēta;Latvijas Republika, Ogres nov., Ogre;Potenciāli piesārņota vieta;24.453333;56.800833;19;Katlu mājas, koģenerācijas stacijas
74015/3912;"SIA ""Orions""";Ogres novads, Ogres pilsēta;Latvijas Republika, Ogres nov., Ogre;Potenciāli piesārņota vieta;24.486667;56.800833;16;Minerālrūpniecības objekti
74015/4265;SIA “RING BALTIC”;Ogres novads, Ogres pilsēta;Latvijas Republika, Ogres nov., Ogre;Potenciāli piesārņota vieta;24.616222;56.795583;13;Metālapstrādes objekti
74015/4659;SIA “NESTE LATVIJA”, DUS;Ogres novads, Ogres pilsēta;Latvijas Republika, Ogres nov., Ogre;Potenciāli piesārņota vieta;24.600833;56.8125;21;DUS (GUS)
74015/4736;SIA “Liepiņš” DUS;Ogres novads, Ogres pilsēta;Latvijas Republika, Ogres nov., Ogre;Potenciāli piesārņota vieta;24.562222;56.818889;21;DUS (GUS)
74098/3973;Ķeguma SCO;Ķeguma novads, Ķeguma pilsēta;Latvijas Republika, Ķeguma nov., Ķegums;Potenciāli piesārņota vieta;24.717778;56.750278;19;Katlu mājas, koģenerācijas stacijas
74098/3974;Ķeguma HES katlu māja;Ķeguma novads, Ķeguma pilsēta;Latvijas Republika, Ķeguma nov., Ķegums;Potenciāli piesārņota vieta;24.72;56.743056;19;Katlu mājas, koģenerācijas stacijas
74138/3992;"""Ūbeļi"", Lielvārde";Lielvārdes novads, Lielvārdes pilsēta;Latvijas Republika, Lielvārdes nov., Lielvārde;Potenciāli piesārņota vieta;;;92;Tirdzniecības objekti
74138/3996;Bij. Lauktehnika, Lielvārde;Lielvārdes novads, Lielvārdes pilsēta;Latvijas Republika, Lielvārdes nov., Lielvārde;Potenciāli piesārņota vieta;;;19;Katlu mājas, koģenerācijas stacijas
74257/3636;"Bijusī sadzīves atkritumu izgāztuve ""Luņģe""";Ikšķiles novads, Tīnūžu pagasts;Latvijas Republika, Ikšķiles nov., Tīnūžu pag.;Piesārņota vieta;24.490722;56.870139;31;Vecas atkritumu izgāztuves
74298/3987;Tomes mehāniskās darbnīcas;Ķeguma novads, Ķeguma pilsēta;Latvijas Republika, Ķeguma nov., Ķegums;Potenciāli piesārņota vieta;24.648333;56.746111;92;Tirdzniecības objekti
74338/3972;Kažokzvēru audzētava,Lielvārde;Lielvārdes novads, Lielvārdes pilsēta;Latvijas Republika, Lielvārdes nov., Lielvārde;Potenciāli piesārņota vieta;24.617778;56.795833;14;Vieglās rūpniecības objekti
74338/3993;"""Mērniekkalns"",Lielvārde";Lielvārdes novads, Lielvārdes pilsēta;Latvijas Republika, Lielvārdes nov., Lielvārde;Potenciāli piesārņota vieta;24.861751;56.714207;41;Fermas
74448/3946;"Izgāztuve ""Rūķīši"",Birgales pag.";Ķeguma novads, Birzgales pagasts;Latvijas Republika, Ķeguma nov., Birzgales pag.;Potenciāli piesārņota vieta;24.739167;56.633611;31;Vecas atkritumu izgāztuves
74448/3947;Centra objekti, Birzgale;Ķeguma novads, Birzgales pagasts;Latvijas Republika, Ķeguma nov., Birzgales pag.;Potenciāli piesārņota vieta;24.742222;56.632778;92;Tirdzniecības objekti
74448/3948;"Liellopu komleks ""Rūķīši"", Birzgale";Ķeguma novads, Birzgales pagasts;Latvijas Republika, Ķeguma nov., Birzgales pag.;Potenciāli piesārņota vieta;24.748333;56.634722;41;Fermas
7448/3945;Lidlauks, Birzgales pag.;Ķeguma novads, Birzgales pagasts;Latvijas Republika, Ķeguma nov., Birzgales pag.;Potenciāli piesārņota vieta;24.743889;56.636389;65;Noliktavas
74488/3665;"Izgāztuve ""Auriķi"",Jumpravas pagasts";Lielvārdes novads, Jumpravas pagasts;Latvijas Republika, Lielvārdes nov., Jumpravas pag.;Potenciāli piesārņota vieta;24.638556;56.656861;31;Vecas atkritumu izgāztuves
74488/3965;"DUS karjerā ""Jumprava""";Lielvārdes novads, Jumpravas pagasts;Latvijas Republika, Lielvārdes nov., Jumpravas pag.;Potenciāli piesārņota vieta;24.940556;56.631944;21;DUS (GUS)
74488/3966;Mehāniskās darbnīcas Dzelmes,Jumpravas pag.;Lielvārdes novads, Jumpravas pagasts;Latvijas Republika, Lielvārdes nov., Jumpravas pag.;Potenciāli piesārņota vieta;24.915556;56.643056;92;Tirdzniecības objekti
74488/3967;"Lielferma ""Auriķi"",Jumpravas pag.";Lielvārdes novads, Jumpravas pagasts;Latvijas Republika, Lielvārdes nov., Jumpravas pag.;Potenciāli piesārņota vieta;24.956667;56.662222;41;Fermas
74488/3968;"Cūku ferma ""Parardes"",Jumpravas pagasts";Lielvārdes novads, Jumpravas pagasts;Latvijas Republika, Lielvārdes nov., Jumpravas pag.;Potenciāli piesārņota vieta;24.929722;56.638611;41;Fermas
74488/3969;Ķezberes minerālmēslu noliktava,Jumpravas pag.;Lielvārdes novads, Jumpravas pagasts;Latvijas Republika, Lielvārdes nov., Jumpravas pag.;Potenciāli piesārņota vieta;24.929444;56.6475;43;Minerālmēslu un pesticīdu glabātavas
74488/3970;"DUS ""Atvari"",Jumpravas pag.";Lielvārdes novads, Jumpravas pagasts;Latvijas Republika, Lielvārdes nov., Jumpravas pag.;Potenciāli piesārņota vieta;24.978333;56.679444;21;DUS (GUS)
74488/3971;Darbnīcas,Jumprava;Lielvārdes novads, Jumpravas pagasts;Latvijas Republika, Lielvārdes nov., Jumpravas pag.;Potenciāli piesārņota vieta;25.976944;56.680556;92;Tirdzniecības objekti
74528/3671;"Izgāztuve ""Pinkas""Krapes pag.";Ogres novads, Krapes pagasts;Latvijas Republika, Ogres nov., Krapes pag.;Potenciāli piesārņota vieta;25.140917;56.743472;31;Vecas atkritumu izgāztuves
74528/3684;Darbnīcas, DUS,Krapes pag.;Ogres novads, Krapes pagasts;Latvijas Republika, Ogres nov., Krapes pag.;Potenciāli piesārņota vieta;25.1655;56.7445;21;DUS (GUS)
74528/3924;A/S “Rīgas piena kombināts”, Krapes  pienotava;Ogres novads, Krapes pagasts;Latvijas Republika, Ogres nov., Krapes pag.;Potenciāli piesārņota vieta;25.124722;56.736944;11;Pārtikas rūpniecības objekti
74568/3637;"K/S Agroserviss ""Ķeipene"" DUS";Ogres novads, Ķeipenes pagasts;Latvijas Republika, Ogres nov., Ķeipenes pag.;Piesārņota vieta;25.172611;56.890111;21;DUS (GUS)
74568/3662;Grantskalni,Ķeipenes pag.;Ogres novads, Ķeipenes pagasts;Latvijas Republika, Ogres nov., Ķeipenes pag.;Potenciāli piesārņota vieta;25.179667;56.900611;31;Vecas atkritumu izgāztuves
74568/3961;Agroķīmija,Ķeipenes noliktava;Ogres novads, Ķeipenes pagasts;Latvijas Republika, Ogres nov., Ķeipenes pag.;Potenciāli piesārņota vieta;25.189444;56.892778;65;Noliktavas
74568/3962;Minerālmēslu un pesticīdu noliktava Ķeipenes stacijas ter.;Ogres novads, Ķeipenes pagasts;Latvijas Republika, Ogres nov., Ķeipenes pag.;Potenciāli piesārņota vieta;25.188889;56.895556;43;Minerālmēslu un pesticīdu glabātavas
74568/3963;Ķeipenes mehāniskās darbnīcas;Ogres novads, Ķeipenes pagasts;Latvijas Republika, Ogres nov., Ķeipenes pag.;Potenciāli piesārņota vieta;25.173889;56.891111;92;Tirdzniecības objekti
74568/3964;Vatrānes darbnīcas;Ogres novads, Ķeipenes pagasts;Latvijas Republika, Ogres nov., Ķeipenes pag.;Potenciāli piesārņota vieta;25.125278;56.904444;92;Tirdzniecības objekti
74568/3995;Z/S Upeslīči ,pesticīdu noliktava,Ķeipene;Ogres novads, Ķeipenes pagasts;Latvijas Republika, Ogres nov., Ķeipenes pag.;Potenciāli piesārņota vieta;25.162078;56.894692;65;Noliktavas
74608/3660;Lapsukalns,Lauberes pag.;Ogres novads, Lauberes pagasts;Latvijas Republika, Ogres nov., Lauberes pag.;Potenciāli piesārņota vieta;25.041639;56.872694;31;Vecas atkritumu izgāztuves
74608/3949;Degvielas noliktava(bijusī), Laubere;Ogres novads, Lauberes pagasts;Latvijas Republika, Ogres nov., Lauberes pag.;Potenciāli piesārņota vieta;25.016667;56.8625;21;DUS (GUS)
74608/3950;Meh. darbnīcas un degvielas bāze Lauberē;Ogres novads, Lauberes pagasts;Latvijas Republika, Ogres nov., Lauberes pag.;Potenciāli piesārņota vieta;25.016667;56.857778;92;Tirdzniecības objekti
74608/3994;Minerālmēslu un pesticīdu noliktava, Lauberē;Ogres novads, Lauberes pagasts;Latvijas Republika, Ogres nov., Lauberes pag.;Potenciāli piesārņota vieta;;;65;Noliktavas
74648/3659;Bārdrumi,Ledmanes pag.;Lielvārdes novads, Lēdmanes pagasts;Latvijas Republika, Lielvārdes nov., Lēdmanes pag.;Potenciāli piesārņota vieta;25.016444;56.736833;31;Vecas atkritumu izgāztuves
74648/3989;Mehāniskās darbnīcas un  DUS  Lēdmanē;Lielvārdes novads, Lēdmanes pagasts;Latvijas Republika, Lielvārdes nov., Lēdmanes pag.;Potenciāli piesārņota vieta;25.026389;56.763056;21;DUS (GUS)
74648/3990;Kimikāliju noliktava, Lēdmane;Lielvārdes novads, Lēdmanes pagasts;Latvijas Republika, Lielvārdes nov., Lēdmanes pag.;Potenciāli piesārņota vieta;25.017222;56.784444;65;Noliktavas
74648/4000;Bijušais DUS,Lēdmanē;Lielvārdes novads, Lēdmanes pagasts;Latvijas Republika, Lielvārdes nov., Lēdmanes pag.;Potenciāli piesārņota vieta;25.0175;56.785278;21;DUS (GUS)
74648/4001;"Bijušās darbnīcas""Jaunbekas"",Lēdmane";Lielvārdes novads, Lēdmanes pagasts;Latvijas Republika, Lielvārdes nov., Lēdmanes pag.;Potenciāli piesārņota vieta;25.017222;56.785;92;Tirdzniecības objekti
74648/4639;SIA „Lielvārdes Remte”, katlu māja;Lielvārdes novads, Lēdmanes pagasts;Latvijas Republika, Lielvārdes nov., Lēdmanes pag.;Potenciāli piesārņota vieta;24.996639;56.767028;19;Katlu mājas, koģenerācijas stacijas
74688/3656;Kaktiņi,Madlienas pag.;Ogres novads, Madlienas pagasts;Latvijas Republika, Ogres nov., Madlienas pag.;Potenciāli piesārņota vieta;25.117806;56.840972;31;Vecas atkritumu izgāztuves
74688/3678;Mehāniskās darbnīcas,Madlienas pag.;Ogres novads, Madlienas pagasts;Latvijas Republika, Ogres nov., Madlienas pag.;Potenciāli piesārņota vieta;25.147611;56.841667;92;Tirdzniecības objekti
74688/3679;Kolhoza DUS,Madliena;Ogres novads, Madlienas pagasts;Latvijas Republika, Ogres nov., Madlienas pag.;Potenciāli piesārņota vieta;25.147611;56.84275;21;DUS (GUS)
74688/3687;Minerālmēslu noliktava;Ogres novads, Madlienas pagasts;Latvijas Republika, Ogres nov., Madlienas pag.;Potenciāli piesārņota vieta;25.113917;56.791028;43;Minerālmēslu un pesticīdu glabātavas
