Reg. Nr;Nosaukums;ATVK;Adrese;Kategorija;X koordināta;Y koordināta;Tips;Tipa nosaukums
27004/1896;JS Radiotehniskais bataljons, Aizsardzības ministrijas valdījuma objekts;Ventspils;Latvijas Republika, Ventspils, Staldzenes iela, 61;Potenciāli piesārņota vieta;21.62905555;57.45383333;50;Militārie objekti
27004/2042;"A/S ""Ventbunkers""";Ventspils;Latvijas Republika, Ventspils, Dzintaru iela, 90;Piesārņota vieta;21.55474722;57.40301944;65;Noliktavas
27004/2044;"A/S ""Ventbunkers"" 1.muliņa piekrastes zona";Ventspils;Latvijas Republika, Ventspils;Piesārņota vieta;21.545278;57.3975;65;Noliktavas
27004/2045;"A/S ""Ventbunkers"" dzelzceļa estakāde";Ventspils;Latvijas Republika, Ventspils;Piesārņota vieta;21.548333;57.4;65;Noliktavas
27004/2046;"A/S ""VN"" naftas produktu cauruļvadu avārijas rajons A/S ""VB"" teritorijā";Ventspils;Latvijas Republika, Ventspils, Dzintaru iela, 90;Piesārņota vieta;21.55305555;57.40166666;65;Noliktavas
27004/2047;"A/S ""Ventbunkers"" rezervuāru parks, notekūdeņu attīrīšanas daļa";Ventspils;Latvijas Republika, Ventspils;Piesārņota vieta;21.558333;57.403889;65;Noliktavas
27004/2048;"A/S ""Ventamonjaks""";Ventspils;Latvijas Republika, Ventspils;Potenciāli piesārņota vieta;21.556944;57.402778;65;Noliktavas
27004/2049;"Dīzeļdegvielas transport. cauruļvada Nr.24 plīsuma vieta A/S ""Ventamonjaks"" teritorijā";Ventspils;Latvijas Republika, Ventspils;Piesārņota vieta;21.569417;57.409444;65;Noliktavas
27004/2050;"BO ""Ūdeka"" notekūdeņu attīrīšanas iekārtas";Ventspils;Latvijas Republika, Ventspils;Piesārņota vieta;21.571111;57.41;33;Notekūdeņu attīrīšanas iekārtas
27004/2051;"A/S ""ventspils nafta"" 1.muliņa teritorija";Ventspils;Latvijas Republika, Ventspils;Piesārņota vieta;21.546111;57.3975;12;Ķīmiskās un naftas rūpniecības objekti
27004/2052;"A/S ""Ventspils nafta"" 2.muliņa teritorija";Ventspils;Latvijas Republika, Ventspils;Piesārņota vieta;21.547778;57.399722;12;Ķīmiskās un naftas rūpniecības objekti
27004/2053;"A/S ""Ventspils nafta"" 3.muliņa teritorija";Ventspils;Latvijas Republika, Ventspils;Piesārņota vieta;21.549722;57.401944;12;Ķīmiskās un naftas rūpniecības objekti
27004/2054;"A/S ""Ventspils nafta"" cauruļvadu trase";Ventspils;Latvijas Republika, Ventspils;Piesārņota vieta;21.572222;57.410278;12;Ķīmiskās un naftas rūpniecības objekti
27004/2055;"A/S ""Ventspils nafta"" dzelzceļa estakāde";Ventspils;Latvijas Republika, Ventspils;Piesārņota vieta;21.604167;57.416944;12;Ķīmiskās un naftas rūpniecības objekti
27004/2056;"A/S ""Ventspils nafta"" rezervuāru parks";Ventspils;Latvijas Republika, Ventspils;Piesārņota vieta;21.595;57.416111;12;Ķīmiskās un naftas rūpniecības objekti
27004/2057;"A/S ""Ventspils nafta"" bij. ugunsdzēšības DUS";Ventspils;Latvijas Republika, Ventspils;Potenciāli piesārņota vieta;21.604444;57.411944;92;Tirdzniecības objekti
27004/2058;"AS ""Kālija parks""";Ventspils;Latvijas Republika, Ventspils;Potenciāli piesārņota vieta;21.558056;57.398611;65;Noliktavas
27004/2059;"SIA ""Nord Natie Ventspils termināls""";Ventspils;Latvijas Republika, Ventspils;Potenciāli piesārņota vieta;21.574167;57.395556;65;Noliktavas
27004/2060;"Tankera ""Rava Ruskaja"" piestātne";Ventspils;Latvijas Republika, Ventspils;Piesārņota vieta;21.587222;57.390278;64;Piestātnes, pārkraušanas vietas
27004/2061;"SIA ""LatRosTrans"" pieņemšanas-nodošanas punksts ""Ventspils'";Ventspils;Latvijas Republika, Ventspils, Talsu iela, 75A;Potenciāli piesārņota vieta;21.60861111;57.42333333;61;Cauruļvadi
27004/2062;"Ventspils dzelzceļa stacijas ""Naftas parks""";Ventspils;Latvijas Republika, Ventspils, Naftas iela, 17;Piesārņota vieta;21.61527777;57.41888888;62;Dzelzceļa objekti
27004/2063;Latvijas Dzelzceļa lokomotīvju depo;Ventspils;Latvijas Republika, Ventspils, Depo iela, 17;Piesārņota vieta;21.59967777;57.39407222;62;Dzelzceļa objekti
27004/2064;LDz Ventspils dzelzceļa stacijas šķirotavas parks;Ventspils;Latvijas Republika, Ventspils, Dzelzceļnieku iela, 3;Potenciāli piesārņota vieta;21.59638888;57.39555555;62;Dzelzceļa objekti
27004/2066;Bijusī PSRS armijas teritorija - reaktīvās degvielas pārliešanas punkts;Ventspils;Latvijas Republika, Ventspils;Piesārņota vieta;21.580278;57.374167;50;Militārie objekti
27004/2067;Bijušās PSRS armijas tanku DUS;Ventspils;Latvijas Republika, Ventspils;Piesārņota vieta;21.580556;57.408333;21;DUS (GUS)
27004/2068;Bij.PSRS armijas naftas produktu rezerves noliktava;Ventspils;Latvijas Republika, Ventspils;Potenciāli piesārņota vieta;21.568889;57.405278;22;Naftas bāzes
27004/2072;Latvijas nafta Ventspils naftas bāze;Ventspils;Latvijas Republika, Ventspils, Līņu iela, 6;Potenciāli piesārņota vieta;21.56916666;57.34861111;22;Naftas bāzes
27004/2074;Latvija Statoil SIA DUS, Ventspilī;Ventspils;Latvijas Republika, Ventspils, Rūpniecības iela, 4;Piesārņota vieta;21.58600277;57.385275;21;DUS (GUS)
27004/2076;"SIA ""Transportnieks"" DUS";Ventspils;Latvijas Republika, Ventspils, Fabrikas iela, 5B;Potenciāli piesārņota vieta;21.60341388;57.38994444;21;DUS (GUS)
27004/2077;"SIA ""Ventspils koks""";Ventspils;Latvijas Republika, Ventspils, Rūpniecības iela, 33;Potenciāli piesārņota vieta;21.59794722;57.38190277;18;Kokapstrādes rūpn.
27004/2078;"SIA ""Ventspils koks"" katlu māja";Ventspils;Latvijas Republika, Ventspils;Potenciāli piesārņota vieta;21.602222;57.381111;19;Katlu mājas, koģenerācijas stacijas
27004/2081;"DUS ""Ventbetons"" teritorijā";Ventspils;Latvijas Republika, Ventspils, Lāčplēša iela, 9;Potenciāli piesārņota vieta;21.57838055;57.38363611;65;Noliktavas
27004/2082;Ventbetons teritorijā katlu māja;Ventspils;Latvijas Republika, Ventspils, Lāčplēša iela, 7;Potenciāli piesārņota vieta;21.58027777;57.385;19;Katlu mājas, koģenerācijas stacijas
27004/2084;Bijusī Ventspils bitumena bāze;Ventspils;Latvijas Republika, Ventspils;Piesārņota vieta;21.580833;57.374722;22;Naftas bāzes
27004/2086;"SIA ""Ventdok"" Ventspils zvejas ostas degvielas noliktava";Ventspils;Latvijas Republika, Ventspils;Piesārņota vieta;21.539722;57.394444;65;Noliktavas
27004/2087;"SIA ""Ventspils Ventilators""";Ventspils;Latvijas Republika, Ventspils, Robežu iela, 5;Potenciāli piesārņota vieta;21.61722222;57.39325;17;Mašīnbūves objekti
27004/2088;"AS ""BMGS"" Ventspils pārvaldes ražošanas bāze";Ventspils;Latvijas Republika, Ventspils, Fabrikas iela, 6;Potenciāli piesārņota vieta;21.59222222;57.38861111;93;Būvneicības objekti
27004/2089;"SIA ""Gami"" ražošanas bāzes teritorija";Ventspils;Latvijas Republika, Ventspils, Robežu iela, 10;Potenciāli piesārņota vieta;21.61222222;57.39232777;16;Minerālrūpniecības objekti
27004/2090;Bijušā Ventspils zivju konservu kombināta katlu mājas mazuta glab. rezervuāri;Ventspils;Latvijas Republika, Ventspils;Piesārņota vieta;21.549444;57.396111;19;Katlu mājas, koģenerācijas stacijas
27004/2098;"AS ""Ventspils zivju konservu kombināts"" katlu mājas mazuta glabātuve";Ventspils;Latvijas Republika, Ventspils;Potenciāli piesārņota vieta;21.54;57.394444;22;Naftas bāzes
27004/2099;"SIA ""CBI-Market""";Ventspils;Latvijas Republika, Ventspils, Rūpniecības iela, 16;Potenciāli piesārņota vieta;21.58994444;57.38225;18;Kokapstrādes rūpn.
27004/2100;Bijusī degvielas uzpildes stacija;Ventspils;Latvijas Republika, Ventspils;Potenciāli piesārņota vieta;21.561389;57.393611;21;DUS (GUS)
27004/2101;Bijusī Ventspils tirdzniecības ostas katlu māja;Ventspils;Latvijas Republika, Ventspils;Potenciāli piesārņota vieta;21.587778;57.403333;19;Katlu mājas, koģenerācijas stacijas
27004/2102;"AS ""Ventspils Tirdzniecības Osta"" DUS";Ventspils;Latvijas Republika, Ventspils;Piesārņota vieta;21.565833;57.401389;65;Noliktavas
27004/2103;"SIA ""Ventspils Reiss"" bāzes teritorija";Ventspils;Latvijas Republika, Ventspils, Robežu iela, 7;Potenciāli piesārņota vieta;21.61744722;57.39204722;60;Transporta objekti
27004/3596;"Garāžu kooperatīvs ""Draudzība""";Ventspils;Latvijas Republika, Ventspils, Virves iela, 1;Potenciāli piesārņota vieta;21.59045555;57.375625;65;Noliktavas
27004/3597;"Pašv. SIA ""Pārventas siltums"" katlu māja";Ventspils;Latvijas Republika, Ventspils, Talsu iela, 69;Potenciāli piesārņota vieta;21.59638888;57.41611111;19;Katlu mājas, koģenerācijas stacijas
27004/3598;"Ventspils PPBU ""Siltums"" katlu māja";Ventspils;Latvijas Republika, Ventspils, Brīvības iela, 38;Potenciāli piesārņota vieta;21.57331944;57.38884444;19;Katlu mājas, koģenerācijas stacijas
27004/3599;"Ventspils PPBU ""Siltums"" katlu māja";Ventspils;Latvijas Republika, Ventspils;Potenciāli piesārņota vieta;21.596944;57.407778;19;Katlu mājas, koģenerācijas stacijas
27004/3600;"Ventspils PPBU ""Siltums"" katlu māja";Ventspils;Latvijas Republika, Ventspils, Pērkoņu iela, 13A;Potenciāli piesārņota vieta;21.56911111;57.35725;19;Katlu mājas, koģenerācijas stacijas
27004/3601;"Ventspils PPBU ""Siltums"" katlu māja";Ventspils;Latvijas Republika, Ventspils, Pļavas iela, 27;Potenciāli piesārņota vieta;21.56530833;57.38306388;19;Katlu mājas, koģenerācijas stacijas
27004/3602;Labiekārtošanas komb. transporta cehs;Ventspils;Latvijas Republika, Ventspils;Potenciāli piesārņota vieta;21.5475;57.376667;65;Noliktavas
27004/3603;Bij.KULK asfaltbetona bāze;Ventspils;Latvijas Republika, Ventspils;Potenciāli piesārņota vieta;21.601667;57.385278;16;Minerālrūpniecības objekti
27004/3604;"SIA ""Lodes dārzniecība"" katlu māja";Ventspils;Latvijas Republika, Ventspils;Potenciāli piesārņota vieta;21.570556;57.375;19;Katlu mājas, koģenerācijas stacijas
27004/3606;"Garāžu kooperatīvs ""Signāls"" un ""Ventkanāls""";Ventspils;Latvijas Republika, Ventspils, Brīvības iela, 37;Potenciāli piesārņota vieta;21.57694444;57.38611111;65;Noliktavas
27004/3607;"Garāžu kooperatīvs ""Jūrnieks""";Ventspils;Latvijas Republika, Ventspils, Iecavas iela, 21;Potenciāli piesārņota vieta;21.61611111;57.39805555;65;Noliktavas
27004/3608;"Garāžu kooperatīvs""Priedes 3""";Ventspils;Latvijas Republika, Ventspils, Riņķa iela, 25;Potenciāli piesārņota vieta;21.54805555;57.38138888;65;Noliktavas
27004/3609;"Garāžu kooperatīvs ""Dienvidi""";Ventspils;Latvijas Republika, Ventspils, Saules iela, 139;Potenciāli piesārņota vieta;21.54925555;57.3757;65;Noliktavas
27004/3610;"Garāžu kooperatīvs ""Vētrasputns 1""";Ventspils;Latvijas Republika, Ventspils, Ziemeļu iela, 3;Potenciāli piesārņota vieta;21.57863888;57.40472222;65;Noliktavas
27004/4245;SIA „BALTIC SUPPLYING GROUP”, metālu konstrukciju ražotne;Ventspils;Latvijas Republika, Ventspils, Lāčplēša iela, 7;Potenciāli piesārņota vieta;21.58027777;57.38472222;13;Metālapstrādes objekti
27004/4262;SIA LHG,;Ventspils;Latvijas Republika, Ventspils, I. Mičurina iela, 4;Potenciāli piesārņota vieta;21.61027777;57.39166666;13;Metālapstrādes objekti
27004/4313;SIA Vazs;Ventspils;Latvijas Republika, Ventspils, Dzintaru iela, 66;Potenciāli piesārņota vieta;21.56083333;57.40611111;65;Noliktavas
27004/4403;Muitas kontroles punkts „Ventspils brīvosta”;Ventspils;Latvijas Republika, Ventspils, Sarkanmuižas dambis, 25B;Potenciāli piesārņota vieta;21.57472222;57.39388888;60;Transporta objekti
27004/4797;"VAS ""Latvijas dzelzceļs"" NĪP Ventspils cehs";Ventspils;Latvijas Republika, Ventspils;Potenciāli piesārņota vieta;21.606944;57.396667;19;Katlu mājas, koģenerācijas stacijas
27004/4847;Kultūras nama „Jūras vārti” katlu māja;Ventspils;Latvijas Republika, Ventspils, Karlīnes iela, 40;Potenciāli piesārņota vieta;21.54166666;57.39361111;19;Katlu mājas, koģenerācijas stacijas
3132/3132;"DUS ""Vēveri"" Mundigciemā";Talsu novads, Lībagu pagasts;Latvijas Republika, Talsu nov., Lībagu pag., Mundigciems, Vēveri;Potenciāli piesārņota vieta;22.60561111;57.21172222;21;DUS (GUS)
32015/2806;Bijusī amonjaka noliktava;Aizkraukles novads, Aizkraukles pilsēta;Latvijas Republika, Aizkraukles nov., Aizkraukle, Nomales iela, 21;Potenciāli piesārņota vieta;25.25194444;56.61527777;43;Minerālmēslu un pesticīdu glabātavas
32015/2807;"Bijusī A/S ""Virši-A"" DUS";Aizkraukles novads, Aizkraukles pilsēta;Latvijas Republika, Aizkraukles nov., Aizkraukle, Gaismas iela, 1;Piesārņota vieta;25.24536111;56.59877777;21;DUS (GUS)
32015/2808;"Garāžu kooperatīvs ""Rosme""";Aizkraukles novads, Aizkraukles pilsēta;Latvijas Republika, Aizkraukles nov., Aizkraukle;Potenciāli piesārņota vieta;25.244444;56.613333;65;Noliktavas
32015/2809;Bijusī katlu māja;Aizkraukles novads, Aizkraukles pilsēta;Latvijas Republika, Aizkraukles nov., Aizkraukle, Bitēnu iela, 20;Potenciāli piesārņota vieta;25.24888888;56.60638888;19;Katlu mājas, koģenerācijas stacijas
32015/2810;Bijusī dzelzsbetona rūpnīca;Aizkraukles novads, Aizkraukles pilsēta;Latvijas Republika, Aizkraukles nov., Aizkraukle, Dzelzceļa iela, 10;Piesārņota vieta;25.24295555;56.58738055;16;Minerālrūpniecības objekti
32015/4301;Asfaltbetona rūpnīca „AMMANN”;Aizkraukles novads, Aizkraukles pilsēta;Latvijas Republika, Aizkraukles nov., Aizkraukle, Jaunceltnes iela, 20;Potenciāli piesārņota vieta;25.25144444;56.61238888;16;Minerālrūpniecības objekti
32015/4413;SIA “Auto starts tirdzniecība”, nolietotu akumulatoru pārstrādes punkts;Aizkraukles novads, Aizkraukles pilsēta;Latvijas Republika, Aizkraukles nov., Aizkraukle, Jaunceltnes iela, 22B;Potenciāli piesārņota vieta;25.25308333;56.61525;30;Atkritumu saimniecība
32015/4528;"SIA ""NELSS"" Aizkraukles kokzāģētava";Aizkraukles novads, Aizkraukles pilsēta;Latvijas Republika, Aizkraukles nov., Aizkraukle, Jaunceltnes iela, 7;Potenciāli piesārņota vieta;25.24269444;56.61197222;18;Kokapstrādes rūpn.
32075/2828;Šķidrā kurināmā glabātuve;Jaunjelgavas novads, Jaunjelgavas pilsēta;Latvijas Republika, Jaunjelgavas nov., Jaunjelgava, Uzvaras iela, 1;Potenciāli piesārņota vieta;25.08202777;56.61194444;22;Naftas bāzes
32075/2829;Pesticīdu glabātuve;Jaunjelgavas novads, Jaunjelgavas pilsēta;Latvijas Republika, Jaunjelgavas nov., Jaunjelgava, Jēkabpils iela, 27;Potenciāli piesārņota vieta;25.10408333;56.61408333;43;Minerālmēslu un pesticīdu glabātavas
32075/2830;"SIA ""D.I.V."" DUS";Jaunjelgavas novads, Jaunjelgavas pilsēta;Latvijas Republika, Jaunjelgavas nov., Jaunjelgava, Oškalna iela, 7;Piesārņota vieta;25.07602777;56.61152777;21;DUS (GUS)
32075/2831;Bijušais mēbeļu ražošanas uzņēmums;Jaunjelgavas novads, Jaunjelgavas pilsēta;Latvijas Republika, Jaunjelgavas nov., Jaunjelgava;Potenciāli piesārņota vieta;25.0925;56.615556;18;Kokapstrādes rūpn.
32135/2870;Bijusī degvielas noliktava;Pļaviņu novads, Pļaviņu pilsēta;Latvijas Republika, Pļaviņu nov., Pļaviņas;Potenciāli piesārņota vieta;25.764167;56.617222;22;Naftas bāzes
32135/2871;"SIA ""Vagonete"" teritorija";Pļaviņu novads, Pļaviņu pilsēta;Latvijas Republika, Pļaviņu nov., Pļaviņas;Potenciāli piesārņota vieta;25.695278;56.610556;92;Tirdzniecības objekti
32135/2872;Degvielas noliktava;Pļaviņu novads, Pļaviņu pilsēta;Latvijas Republika, Pļaviņu nov., Pļaviņas;Potenciāli piesārņota vieta;25.777778;56.613611;22;Naftas bāzes
32135/2873;"Dzelzceļa stacija ""Pļaviņas""";Pļaviņu novads, Pļaviņu pilsēta;Latvijas Republika, Pļaviņu nov., Pļaviņas;Potenciāli piesārņota vieta;25.71655555;56.61716666;62;Dzelzceļa objekti
32135/2875;Bijusī mazuta glabātuve;Pļaviņu novads, Pļaviņu pilsēta;Latvijas Republika, Pļaviņu nov., Pļaviņas, Rīgas iela, 15A;Potenciāli piesārņota vieta;25.7;56.6125;22;Naftas bāzes
32135/2876;Bijusī mazuta glabātuve;Pļaviņu novads, Pļaviņu pilsēta;Latvijas Republika, Pļaviņu nov., Pļaviņas;Potenciāli piesārņota vieta;25.729444;56.618056;22;Naftas bāzes
32135/2877;"DUS ""Virši-A""";Pļaviņu novads, Pļaviņu pilsēta;Latvijas Republika, Pļaviņu nov., Pļaviņas, Rīgas iela, 31;Potenciāli piesārņota vieta;25.69322222;56.61066666;21;DUS (GUS)
32135/4419;SIA “Daiļrade Koks” PĻAVIŅU cehs;Pļaviņu novads, Pļaviņu pilsēta;Latvijas Republika, Pļaviņu nov., Pļaviņas, Sporta iela, 1A;Potenciāli piesārņota vieta;25.77911111;56.61238888;18;Kokapstrādes rūpn.
32428/2811;Atkritumu izgāztuve Aiviekstes pagastā;Pļaviņu novads, Aiviekstes pagasts;Latvijas Republika, Pļaviņu nov., Aiviekstes pag.;Potenciāli piesārņota vieta;25.809722;56.621667;31;Vecas atkritumu izgāztuves
32428/2812;Gateris;Pļaviņu novads, Aiviekstes pagasts;Latvijas Republika, Pļaviņu nov., Aiviekstes pag., Kriškalni, 1. maija iela, 1A;Potenciāli piesārņota vieta;25.72113888;56.62244444;18;Kokapstrādes rūpn.
32428/2869;Atkritumu izgāztuves Aiviekstes pagastā;Pļaviņu novads, Pļaviņu pilsēta;Latvijas Republika, Pļaviņu nov., Pļaviņas;Potenciāli piesārņota vieta;25.763889;56.620833;31;Vecas atkritumu izgāztuves
32428/2874;Attīrīšanas iekārtas;Pļaviņu novads, Aiviekstes pagasts;Latvijas Republika, Pļaviņu nov., Aiviekstes pag.;Potenciāli piesārņota vieta;25.723889;56.623056;33;Notekūdeņu attīrīšanas iekārtas
32448/2803;"Bijusī koksnes atlieku krautuve ""Lielmaņi""";Aizkraukles novads, Aizkraukles pagasts;Latvijas Republika, Aizkraukles nov., Aizkraukles pag., Lielmaņi;Piesārņota vieta;25.29855555;56.61338888;18;Kokapstrādes rūpn.
32448/2804;"Koksnes atlieku krautuve ""Bruņenieki""";Aizkraukles novads, Aizkraukles pagasts;Latvijas Republika, Aizkraukles nov., Aizkraukles pag.;Piesārņota vieta;25.16283333;56.61275;18;Kokapstrādes rūpn.
32448/2805;"Bijusī atkritumu izgāztuve ""Papardes""";Aizkraukles novads, Aizkraukles pagasts;Latvijas Republika, Aizkraukles nov., Aizkraukles pag.;Potenciāli piesārņota vieta;25.211111;56.617778;31;Vecas atkritumu izgāztuves
32468/2813;"Lopu ferma  ""Domene""";Kokneses novads, Bebru pagasts;Latvijas Republika, Kokneses nov., Bebru pag.;Potenciāli piesārņota vieta;25.495278;56.729722;41;Fermas
32468/2814;"Lopu ferma ""Brencēni""";Kokneses novads, Bebru pagasts;Latvijas Republika, Kokneses nov., Bebru pag.;Potenciāli piesārņota vieta;25.500556;56.710833;41;Fermas
32468/2815;"Bijusī cūku ferma ""Tupiešēnos""";Kokneses novads, Bebru pagasts;Latvijas Republika, Kokneses nov., Bebru pag.;Potenciāli piesārņota vieta;25.507778;56.744444;41;Fermas
32468/2816;"Atkritumu izgāztuve ""Cenši""";Kokneses novads, Bebru pagasts;Latvijas Republika, Kokneses nov., Bebru pag., Cenši;Piesārņota vieta;25.42683333;56.72711111;31;Vecas atkritumu izgāztuves
32468/2817;Bijušās mehāniskās darbnīcas un DUS;Kokneses novads, Bebru pagasts;Latvijas Republika, Kokneses nov., Bebru pag.;Potenciāli piesārņota vieta;25.528889;56.723333;21;DUS (GUS)
32468/2818;Centra katlu māja;Kokneses novads, Bebru pagasts;Latvijas Republika, Kokneses nov., Bebru pag.;Potenciāli piesārņota vieta;25.491667;56.718056;19;Katlu mājas, koģenerācijas stacijas
32468/2819;Bijušais lidlauks un minerālmēslu noliktava;Kokneses novads, Bebru pagasts;Latvijas Republika, Kokneses nov., Bebru pag., Lidlauks;Potenciāli piesārņota vieta;25.45780555;56.72052777;43;Minerālmēslu un pesticīdu glabātavas
32468/4398;Bebru pagasta ūdenssaimniecības sistēma un dūņu kompostēšanas laukums;Kokneses novads, Bebru pagasts;Latvijas Republika, Kokneses nov., Bebru pag., Attīrīšanas iekārtas;Potenciāli piesārņota vieta;25.49752777;56.71905555;33;Notekūdeņu attīrīšanas iekārtas
32508/2820;"Bijusī zāģu skaidu izgāztuve ""Siliņkalns""";Jaunjelgavas novads, Daudzeses pagasts;Latvijas Republika, Jaunjelgavas nov., Daudzeses pag.;Potenciāli piesārņota vieta;25.21166666;56.50597222;31;Vecas atkritumu izgāztuves
32508/2821;"BIJUSĪ ZĀĢU SKAIDU IZGĀZTUVE ""SKAIDU KALNS""";Jaunjelgavas novads, Daudzeses pagasts;Latvijas Republika, Jaunjelgavas nov., Daudzeses pag.;Potenciāli piesārņota vieta;25.24952777;56.49769444;18;Kokapstrādes rūpn.
32548/2824;"Ferma ""Dūjas""";Kokneses novads, Iršu pagasts;Latvijas Republika, Kokneses nov., Iršu pag., Dūjas;Potenciāli piesārņota vieta;25.66452777;56.75997222;41;Fermas
32548/2825;Bijusī DUS un degvielas bāze;Kokneses novads, Iršu pagasts;Latvijas Republika, Kokneses nov., Iršu pag.;Potenciāli piesārņota vieta;25.598611;56.789167;22;Naftas bāzes
32548/2826;Mehāniskās darbnīcas;Kokneses novads, Iršu pagasts;Latvijas Republika, Kokneses nov., Iršu pag.;Potenciāli piesārņota vieta;25.598056;56.788611;92;Tirdzniecības objekti
32548/2827;"DUS ""Grodi""";Kokneses novads, Iršu pagasts;Latvijas Republika, Kokneses nov., Iršu pag., Grodi;Potenciāli piesārņota vieta;25.59902777;56.79022222;21;DUS (GUS)
32588/2878;Naftas bāze;Pļaviņu novads, Pļaviņu pilsēta;Latvijas Republika, Pļaviņu nov., Pļaviņas;Potenciāli piesārņota vieta;25.690278;56.609722;22;Naftas bāzes
32588/5286;Izgāztuve Āžukalns;Pļaviņu novads, Klintaines pagasts;Latvijas Republika, Pļaviņu nov., Klintaines pag.;Potenciāli piesārņota vieta;25.62366666;56.599;31;Vecas atkritumu izgāztuves
32608/2832;Atkritumu izgāztuve Kokneses pagastā;Kokneses novads, Kokneses pagasts;Latvijas Republika, Kokneses nov., Kokneses pag.;Potenciāli piesārņota vieta;25.45841666;56.65788888;31;Vecas atkritumu izgāztuves
32608/2833;"Bijusī p/s ""Koknese"" degvielas bāze";Kokneses novads, Kokneses pagasts;Latvijas Republika, Kokneses nov., Kokneses pag.;Potenciāli piesārņota vieta;25.427778;56.654444;22;Naftas bāzes
32608/2834;Bijusī a/s Kokneses MRS degvielas bāze un darbnīcas;Kokneses novads, Kokneses pagasts;Latvijas Republika, Kokneses nov., Kokneses pag., Koknese, 1905. gada iela, 4;Potenciāli piesārņota vieta;25.433;56.64316666;92;Tirdzniecības objekti
32608/2835;Bijusī Kokneses PMK degvielas bāze un darbnīcas;Kokneses novads, Kokneses pagasts;Latvijas Republika, Kokneses nov., Kokneses pag., Koknese, Melioratoru iela, 1L;Potenciāli piesārņota vieta;25.445;56.64483333;93;Būvneicības objekti
32608/2836;"SIA ""Bormaņi"" bijusī DUS un darbnīcas";Kokneses novads, Kokneses pagasts;Latvijas Republika, Kokneses nov., Kokneses pag., Bormaņi, Sausnoras;Potenciāli piesārņota vieta;25.48105555;56.67611111;92;Tirdzniecības objekti
32608/2837;Bijusī DUS un tehnikas remonta darbnīcas;Kokneses novads, Kokneses pagasts;Latvijas Republika, Kokneses nov., Kokneses pag.;Potenciāli piesārņota vieta;25.4;56.648056;92;Tirdzniecības objekti
32608/2838;"Bijusī lopu ferma ""Siliņi""";Kokneses novads, Kokneses pagasts;Latvijas Republika, Kokneses nov., Kokneses pag., Siliņi;Potenciāli piesārņota vieta;25.40208333;56.66491666;41;Fermas
32608/2839;"Bijusī lopu ferma ""Austrumi""";Kokneses novads, Kokneses pagasts;Latvijas Republika, Kokneses nov., Kokneses pag., Jaunzeltiņi;Potenciāli piesārņota vieta;25.35238888;56.66713888;41;Fermas
32608/2840;"Bijusī lopu ferma ""Jaunkaplava""";Kokneses novads, Kokneses pagasts;Latvijas Republika, Kokneses nov., Kokneses pag., Jaunlopu ferma Kaplava;Potenciāli piesārņota vieta;25.31486111;56.62833333;41;Fermas
32608/2841;"Bijusī lopu ferma ""Aņēni""";Kokneses novads, Kokneses pagasts;Latvijas Republika, Kokneses nov., Kokneses pag., Kalna Aņēni;Potenciāli piesārņota vieta;25.42944444;56.68661111;41;Fermas
32608/2842;"Bijusī lopu ferma ""Mazkārkli""";Kokneses novads, Kokneses pagasts;Latvijas Republika, Kokneses nov., Kokneses pag., Mazkārkli;Potenciāli piesārņota vieta;25.47369444;56.61883333;41;Fermas
32608/2843;"Bijusī lopu ferma ""Indriķjuri""";Kokneses novads, Kokneses pagasts;Latvijas Republika, Kokneses nov., Kokneses pag., Indriķjuri;Potenciāli piesārņota vieta;25.39133333;56.69025;41;Fermas
32608/2844;"SIA ""Bormaņi"" lopu ferma ""Kraujas""";Kokneses novads, Kokneses pagasts;Latvijas Republika, Kokneses nov., Kokneses pag., Bormaņu Kraujas;Potenciāli piesārņota vieta;25.49305555;56.67830555;41;Fermas
32608/2845;"Bijusī putnu ferma ""Gaiļi""";Kokneses novads, Kokneses pagasts;Latvijas Republika, Kokneses nov., Kokneses pag.;Potenciāli piesārņota vieta;25.430556;56.654167;41;Fermas
32608/2846;Bijusī lopu kapsēta;Kokneses novads, Kokneses pagasts;Latvijas Republika, Kokneses nov., Kokneses pag.;Potenciāli piesārņota vieta;25.484444;56.624444;45;Lopu kapsētas
32628/2847;Bijusī DUS un degvielas bāze;Vecumnieku novads, Kurmenes pagasts;Latvijas Republika, Vecumnieku nov., Kurmenes pag.;Potenciāli piesārņota vieta;24.83;56.418056;22;Naftas bāzes
32628/2848;Bijušās darbnīcas;Vecumnieku novads, Kurmenes pagasts;Latvijas Republika, Vecumnieku nov., Kurmenes pag.;Potenciāli piesārņota vieta;24.831389;56.411944;92;Tirdzniecības objekti
32628/2849;"Atkritumu izgāztuve ""Sietiņi""";Vecumnieku novads, Kurmenes pagasts;Latvijas Republika, Vecumnieku nov., Kurmenes pag., Sietiņi;Potenciāli piesārņota vieta;24.79186111;56.45341666;31;Vecas atkritumu izgāztuves
32668/2851;Bijusī degvielas uzpildes vieta;Neretas novads, Mazzalves pagasts;Latvijas Republika, Neretas nov., Mazzalves pag., Lielmēmele 1;Potenciāli piesārņota vieta;24.97386111;56.33097222;21;DUS (GUS)
32668/2852;"A/S ""Virši-A"" DUS, Ērberģē";Neretas novads, Mazzalves pagasts;Latvijas Republika, Neretas nov., Mazzalves pag., Ērberģe, Ērberģes degvielas bāze;Piesārņota vieta;25.00469444;56.36855555;21;DUS (GUS)
